,SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE
4343,50,1,45,Alabama,Dale County,2016,11,3168,1552,1616
4344,50,1,45,Alabama,Dale County,2016,12,3405,1654,1751
4345,50,1,45,Alabama,Dale County,2016,13,2975,1411,1564
4346,50,1,45,Alabama,Dale County,2016,14,2605,1255,1350
4347,50,1,45,Alabama,Dale County,2016,15,2013,911,1102
4348,50,1,45,Alabama,Dale County,2016,16,1447,592,855
4349,50,1,45,Alabama,Dale County,2016,17,1011,437,574
4350,50,1,45,Alabama,Dale County,2016,18,847,307,540
4522,50,1,47,Alabama,Dallas County,2016,0,40081,18489,21592
4523,50,1,47,Alabama,Dallas County,2016,1,2501,1238,1263
4524,50,1,47,Alabama,Dallas County,2016,2,2798,1392,1406
4525,50,1,47,Alabama,Dallas County,2016,3,2722,1394,1328
4526,50,1,47,Alabama,Dallas County,2016,4,2903,1460,1443
4527,50,1,47,Alabama,Dallas County,2016,5,2604,1232,1372
4528,50,1,47,Alabama,Dallas County,2016,6,2472,1110,1362
4529,50,1,47,Alabama,Dallas County,2016,7,2231,996,1235
4530,50,1,47,Alabama,Dallas County,2016,8,2265,1015,1250
4531,50,1,47,Alabama,Dallas County,2016,9,2190,919,1271
4532,50,1,47,Alabama,Dallas County,2016,10,2188,1001,1187
4533,50,1,47,Alabama,Dallas County,2016,11,2727,1232,1495
4534,50,1,47,Alabama,Dallas County,2016,12,3008,1385,1623
4535,50,1,47,Alabama,Dallas County,2016,13,2726,1256,1470
4536,50,1,47,Alabama,Dallas County,2016,14,2355,1106,1249
4537,50,1,47,Alabama,Dallas County,2016,15,1650,738,912
4538,50,1,47,Alabama,Dallas County,2016,16,1174,477,697
4539,50,1,47,Alabama,Dallas County,2016,17,828,334,494
4540,50,1,47,Alabama,Dallas County,2016,18,739,204,535
4712,50,1,49,Alabama,DeKalb County,2016,0,71216,35303,35913
4713,50,1,49,Alabama,DeKalb County,2016,1,4303,2214,2089
4714,50,1,49,Alabama,DeKalb County,2016,2,4911,2478,2433
4715,50,1,49,Alabama,DeKalb County,2016,3,5088,2661,2427
4716,50,1,49,Alabama,DeKalb County,2016,4,4787,2536,2251
4717,50,1,49,Alabama,DeKalb County,2016,5,4230,2164,2066
4718,50,1,49,Alabama,DeKalb County,2016,6,4361,2212,2149
4719,50,1,49,Alabama,DeKalb County,2016,7,4074,2062,2012
4720,50,1,49,Alabama,DeKalb County,2016,8,4539,2228,2311
4721,50,1,49,Alabama,DeKalb County,2016,9,4518,2297,2221
4722,50,1,49,Alabama,DeKalb County,2016,10,4775,2410,2365
4723,50,1,49,Alabama,DeKalb County,2016,11,4756,2349,2407
4724,50,1,49,Alabama,DeKalb County,2016,12,4752,2363,2389
4725,50,1,49,Alabama,DeKalb County,2016,13,4347,2104,2243
4726,50,1,49,Alabama,DeKalb County,2016,14,4166,1987,2179
4727,50,1,49,Alabama,DeKalb County,2016,15,2970,1398,1572
4728,50,1,49,Alabama,DeKalb County,2016,16,2089,893,1196
4729,50,1,49,Alabama,DeKalb County,2016,17,1345,541,804
4730,50,1,49,Alabama,DeKalb County,2016,18,1205,406,799
4902,50,1,51,Alabama,Elmore County,2016,0,81240,39416,41824
4903,50,1,51,Alabama,Elmore County,2016,1,4703,2427,2276
4904,50,1,51,Alabama,Elmore County,2016,2,4924,2558,2366
4905,50,1,51,Alabama,Elmore County,2016,3,5256,2637,2619
4906,50,1,51,Alabama,Elmore County,2016,4,5075,2621,2454
4907,50,1,51,Alabama,Elmore County,2016,5,5333,2808,2525
4908,50,1,51,Alabama,Elmore County,2016,6,5962,2923,3039
4909,50,1,51,Alabama,Elmore County,2016,7,5366,2552,2814
4910,50,1,51,Alabama,Elmore County,2016,8,5420,2538,2882
4911,50,1,51,Alabama,Elmore County,2016,9,5527,2633,2894
4912,50,1,51,Alabama,Elmore County,2016,10,5613,2637,2976
4913,50,1,51,Alabama,Elmore County,2016,11,5813,2747,3066
4914,50,1,51,Alabama,Elmore County,2016,12,5596,2719,2877
4915,50,1,51,Alabama,Elmore County,2016,13,4885,2277,2608
4916,50,1,51,Alabama,Elmore County,2016,14,4156,1997,2159
4917,50,1,51,Alabama,Elmore County,2016,15,3170,1506,1664
4918,50,1,51,Alabama,Elmore County,2016,16,2061,949,1112
4919,50,1,51,Alabama,Elmore County,2016,17,1275,545,730
4920,50,1,51,Alabama,Elmore County,2016,18,1105,342,763
5092,50,1,53,Alabama,Escambia County,2016,0,37476,19287,18189
5093,50,1,53,Alabama,Escambia County,2016,1,2211,1135,1076
5094,50,1,53,Alabama,Escambia County,2016,2,2346,1183,1163
5095,50,1,53,Alabama,Escambia County,2016,3,2352,1132,1220
5096,50,1,53,Alabama,Escambia County,2016,4,2199,1077,1122
5097,50,1,53,Alabama,Escambia County,2016,5,2250,1235,1015
5098,50,1,53,Alabama,Escambia County,2016,6,2594,1481,1113
5099,50,1,53,Alabama,Escambia County,2016,7,2431,1430,1001
5100,50,1,53,Alabama,Escambia County,2016,8,2409,1391,1018
5101,50,1,53,Alabama,Escambia County,2016,9,2479,1403,1076
5102,50,1,53,Alabama,Escambia County,2016,10,2429,1328,1101
5103,50,1,53,Alabama,Escambia County,2016,11,2533,1359,1174
5104,50,1,53,Alabama,Escambia County,2016,12,2576,1329,1247
5105,50,1,53,Alabama,Escambia County,2016,13,2283,1054,1229
5106,50,1,53,Alabama,Escambia County,2016,14,2063,963,1100
5107,50,1,53,Alabama,Escambia County,2016,15,1636,734,902
5108,50,1,53,Alabama,Escambia County,2016,16,1242,534,708
5109,50,1,53,Alabama,Escambia County,2016,17,778,296,482
5110,50,1,53,Alabama,Escambia County,2016,18,665,223,442
5282,50,1,55,Alabama,Etowah County,2016,0,102726,49666,53060
5283,50,1,55,Alabama,Etowah County,2016,1,5821,3026,2795
5284,50,1,55,Alabama,Etowah County,2016,2,6094,3150,2944
5285,50,1,55,Alabama,Etowah County,2016,3,6282,3176,3106
5286,50,1,55,Alabama,Etowah County,2016,4,6511,3371,3140
5287,50,1,55,Alabama,Etowah County,2016,5,6250,3163,3087
5288,50,1,55,Alabama,Etowah County,2016,6,6452,3212,3240
5289,50,1,55,Alabama,Etowah County,2016,7,5777,2789,2988
5290,50,1,55,Alabama,Etowah County,2016,8,6129,2886,3243
5291,50,1,55,Alabama,Etowah County,2016,9,6533,3176,3357
5292,50,1,55,Alabama,Etowah County,2016,10,7040,3503,3537
5293,50,1,55,Alabama,Etowah County,2016,11,6903,3350,3553
5294,50,1,55,Alabama,Etowah County,2016,12,7335,3579,3756
5295,50,1,55,Alabama,Etowah County,2016,13,6875,3239,3636
5296,50,1,55,Alabama,Etowah County,2016,14,6683,3119,3564
5297,50,1,55,Alabama,Etowah County,2016,15,4494,2037,2457
5298,50,1,55,Alabama,Etowah County,2016,16,3345,1412,1933
5299,50,1,55,Alabama,Etowah County,2016,17,2163,870,1293
5300,50,1,55,Alabama,Etowah County,2016,18,2039,608,1431
5472,50,1,57,Alabama,Fayette County,2016,0,16538,8170,8368
5473,50,1,57,Alabama,Fayette County,2016,1,922,468,454
5474,50,1,57,Alabama,Fayette County,2016,2,957,532,425
5475,50,1,57,Alabama,Fayette County,2016,3,984,506,478
5476,50,1,57,Alabama,Fayette County,2016,4,1028,552,476
5477,50,1,57,Alabama,Fayette County,2016,5,981,519,462
5478,50,1,57,Alabama,Fayette County,2016,6,909,486,423
5479,50,1,57,Alabama,Fayette County,2016,7,910,421,489
5480,50,1,57,Alabama,Fayette County,2016,8,891,447,444
5481,50,1,57,Alabama,Fayette County,2016,9,938,458,480
5482,50,1,57,Alabama,Fayette County,2016,10,1084,539,545
5483,50,1,57,Alabama,Fayette County,2016,11,1162,589,573
5484,50,1,57,Alabama,Fayette County,2016,12,1208,564,644
5485,50,1,57,Alabama,Fayette County,2016,13,1154,571,583
5486,50,1,57,Alabama,Fayette County,2016,14,1129,535,594
5487,50,1,57,Alabama,Fayette County,2016,15,843,377,466
5488,50,1,57,Alabama,Fayette County,2016,16,688,314,374
5489,50,1,57,Alabama,Fayette County,2016,17,406,161,245
5490,50,1,57,Alabama,Fayette County,2016,18,344,131,213
5662,50,1,59,Alabama,Franklin County,2016,0,31577,15823,15754
5663,50,1,59,Alabama,Franklin County,2016,1,2120,1075,1045
5664,50,1,59,Alabama,Franklin County,2016,2,2105,1100,1005
5665,50,1,59,Alabama,Franklin County,2016,3,2213,1130,1083
5666,50,1,59,Alabama,Franklin County,2016,4,2018,1074,944
5667,50,1,59,Alabama,Franklin County,2016,5,1892,964,928
5668,50,1,59,Alabama,Franklin County,2016,6,2092,1115,977
5669,50,1,59,Alabama,Franklin County,2016,7,1874,980,894
5670,50,1,59,Alabama,Franklin County,2016,8,1978,1018,960
5671,50,1,59,Alabama,Franklin County,2016,9,2108,1115,993
5672,50,1,59,Alabama,Franklin County,2016,10,2068,1040,1028
5673,50,1,59,Alabama,Franklin County,2016,11,2094,1039,1055
5674,50,1,59,Alabama,Franklin County,2016,12,2007,1013,994
5675,50,1,59,Alabama,Franklin County,2016,13,1855,886,969
5676,50,1,59,Alabama,Franklin County,2016,14,1686,836,850
5677,50,1,59,Alabama,Franklin County,2016,15,1264,550,714
5678,50,1,59,Alabama,Franklin County,2016,16,1003,428,575
5679,50,1,59,Alabama,Franklin County,2016,17,670,274,396
5680,50,1,59,Alabama,Franklin County,2016,18,530,186,344
5852,50,1,61,Alabama,Geneva County,2016,0,26516,12971,13545
5853,50,1,61,Alabama,Geneva County,2016,1,1472,749,723
5854,50,1,61,Alabama,Geneva County,2016,2,1623,845,778
5855,50,1,61,Alabama,Geneva County,2016,3,1737,899,838
5856,50,1,61,Alabama,Geneva County,2016,4,1551,775,776
5857,50,1,61,Alabama,Geneva County,2016,5,1400,714,686
5858,50,1,61,Alabama,Geneva County,2016,6,1567,781,786
5859,50,1,61,Alabama,Geneva County,2016,7,1414,664,750
5860,50,1,61,Alabama,Geneva County,2016,8,1499,754,745
5861,50,1,61,Alabama,Geneva County,2016,9,1572,756,816
5862,50,1,61,Alabama,Geneva County,2016,10,1765,855,910
5863,50,1,61,Alabama,Geneva County,2016,11,1930,1002,928
5864,50,1,61,Alabama,Geneva County,2016,12,1889,896,993
5865,50,1,61,Alabama,Geneva County,2016,13,1886,956,930
5866,50,1,61,Alabama,Geneva County,2016,14,1745,852,893
5867,50,1,61,Alabama,Geneva County,2016,15,1300,616,684
5868,50,1,61,Alabama,Geneva County,2016,16,929,390,539
5869,50,1,61,Alabama,Geneva County,2016,17,670,275,395
5870,50,1,61,Alabama,Geneva County,2016,18,567,192,375
6042,50,1,63,Alabama,Greene County,2016,0,8488,4015,4473
6043,50,1,63,Alabama,Greene County,2016,1,487,244,243
6044,50,1,63,Alabama,Greene County,2016,2,548,271,277
6045,50,1,63,Alabama,Greene County,2016,3,541,285,256
6046,50,1,63,Alabama,Greene County,2016,4,514,264,250
6047,50,1,63,Alabama,Greene County,2016,5,532,291,241
6048,50,1,63,Alabama,Greene County,2016,6,529,267,262
6049,50,1,63,Alabama,Greene County,2016,7,425,210,215
6050,50,1,63,Alabama,Greene County,2016,8,422,199,223
6051,50,1,63,Alabama,Greene County,2016,9,414,213,201
6052,50,1,63,Alabama,Greene County,2016,10,441,189,252
6053,50,1,63,Alabama,Greene County,2016,11,551,231,320
6054,50,1,63,Alabama,Greene County,2016,12,654,306,348
6055,50,1,63,Alabama,Greene County,2016,13,710,332,378
6056,50,1,63,Alabama,Greene County,2016,14,606,281,325
6057,50,1,63,Alabama,Greene County,2016,15,373,146,227
6058,50,1,63,Alabama,Greene County,2016,16,290,132,158
6059,50,1,63,Alabama,Greene County,2016,17,205,80,125
6060,50,1,63,Alabama,Greene County,2016,18,246,74,172
6232,50,1,65,Alabama,Hale County,2016,0,14847,7021,7826
6233,50,1,65,Alabama,Hale County,2016,1,989,516,473
6234,50,1,65,Alabama,Hale County,2016,2,920,479,441
6235,50,1,65,Alabama,Hale County,2016,3,925,465,460
6236,50,1,65,Alabama,Hale County,2016,4,1014,510,504
6237,50,1,65,Alabama,Hale County,2016,5,962,468,494
6238,50,1,65,Alabama,Hale County,2016,6,882,422,460
6239,50,1,65,Alabama,Hale County,2016,7,801,379,422
6240,50,1,65,Alabama,Hale County,2016,8,858,378,480
6241,50,1,65,Alabama,Hale County,2016,9,789,358,431
6242,50,1,65,Alabama,Hale County,2016,10,758,357,401
6243,50,1,65,Alabama,Hale County,2016,11,1085,486,599
6244,50,1,65,Alabama,Hale County,2016,12,1097,522,575
6245,50,1,65,Alabama,Hale County,2016,13,1052,487,565
6246,50,1,65,Alabama,Hale County,2016,14,915,459,456
6247,50,1,65,Alabama,Hale County,2016,15,656,310,346
6248,50,1,65,Alabama,Hale County,2016,16,471,204,267
6249,50,1,65,Alabama,Hale County,2016,17,338,115,223
6250,50,1,65,Alabama,Hale County,2016,18,335,106,229
6422,50,1,67,Alabama,Henry County,2016,0,17092,8272,8820
6423,50,1,67,Alabama,Henry County,2016,1,882,462,420
6424,50,1,67,Alabama,Henry County,2016,2,954,487,467
6425,50,1,67,Alabama,Henry County,2016,3,1063,556,507
6426,50,1,67,Alabama,Henry County,2016,4,1025,546,479
6427,50,1,67,Alabama,Henry County,2016,5,900,458,442
6428,50,1,67,Alabama,Henry County,2016,6,914,461,453
6429,50,1,67,Alabama,Henry County,2016,7,901,430,471
6430,50,1,67,Alabama,Henry County,2016,8,1007,483,524
6431,50,1,67,Alabama,Henry County,2016,9,1072,519,553
6432,50,1,67,Alabama,Henry County,2016,10,1094,551,543
6433,50,1,67,Alabama,Henry County,2016,11,1143,527,616
6434,50,1,67,Alabama,Henry County,2016,12,1202,587,615
6435,50,1,67,Alabama,Henry County,2016,13,1250,572,678
6436,50,1,67,Alabama,Henry County,2016,14,1321,626,695
6437,50,1,67,Alabama,Henry County,2016,15,950,454,496
6438,50,1,67,Alabama,Henry County,2016,16,601,273,328
6439,50,1,67,Alabama,Henry County,2016,17,397,172,225
6440,50,1,67,Alabama,Henry County,2016,18,416,108,308
6612,50,1,69,Alabama,Houston County,2016,0,104173,49989,54184
6613,50,1,69,Alabama,Houston County,2016,1,6308,3306,3002
6614,50,1,69,Alabama,Houston County,2016,2,6648,3397,3251
6615,50,1,69,Alabama,Houston County,2016,3,6980,3644,3336
6616,50,1,69,Alabama,Houston County,2016,4,6578,3394,3184
6617,50,1,69,Alabama,Houston County,2016,5,6003,2966,3037
6618,50,1,69,Alabama,Houston County,2016,6,6921,3277,3644
6619,50,1,69,Alabama,Houston County,2016,7,6699,3237,3462
6620,50,1,69,Alabama,Houston County,2016,8,6448,3070,3378
6621,50,1,69,Alabama,Houston County,2016,9,6449,3016,3433
6622,50,1,69,Alabama,Houston County,2016,10,6621,3225,3396
6623,50,1,69,Alabama,Houston County,2016,11,7147,3428,3719
6624,50,1,69,Alabama,Houston County,2016,12,7171,3392,3779
6625,50,1,69,Alabama,Houston County,2016,13,6564,3046,3518
6626,50,1,69,Alabama,Houston County,2016,14,5914,2747,3167
6627,50,1,69,Alabama,Houston County,2016,15,4418,1983,2435
6628,50,1,69,Alabama,Houston County,2016,16,3085,1321,1764
6629,50,1,69,Alabama,Houston County,2016,17,2238,905,1333
6630,50,1,69,Alabama,Houston County,2016,18,1981,635,1346
6802,50,1,71,Alabama,Jackson County,2016,0,52049,25625,26424
6803,50,1,71,Alabama,Jackson County,2016,1,2747,1459,1288
6804,50,1,71,Alabama,Jackson County,2016,2,2963,1560,1403
6805,50,1,71,Alabama,Jackson County,2016,3,3216,1674,1542
6806,50,1,71,Alabama,Jackson County,2016,4,3199,1674,1525
6807,50,1,71,Alabama,Jackson County,2016,5,2876,1471,1405
6808,50,1,71,Alabama,Jackson County,2016,6,3082,1569,1513
6809,50,1,71,Alabama,Jackson County,2016,7,2730,1303,1427
6810,50,1,71,Alabama,Jackson County,2016,8,3080,1477,1603
6811,50,1,71,Alabama,Jackson County,2016,9,3377,1699,1678
6812,50,1,71,Alabama,Jackson County,2016,10,3489,1790,1699
6813,50,1,71,Alabama,Jackson County,2016,11,3609,1776,1833
6814,50,1,71,Alabama,Jackson County,2016,12,3934,1913,2021
6815,50,1,71,Alabama,Jackson County,2016,13,3755,1832,1923
6816,50,1,71,Alabama,Jackson County,2016,14,3355,1567,1788
6817,50,1,71,Alabama,Jackson County,2016,15,2647,1215,1432
6818,50,1,71,Alabama,Jackson County,2016,16,1914,911,1003
6819,50,1,71,Alabama,Jackson County,2016,17,1144,435,709
6820,50,1,71,Alabama,Jackson County,2016,18,932,300,632
6992,50,1,73,Alabama,Jefferson County,2016,0,659747,312553,347194
6993,50,1,73,Alabama,Jefferson County,2016,1,42814,21803,21011
6994,50,1,73,Alabama,Jefferson County,2016,2,42721,21978,20743
6995,50,1,73,Alabama,Jefferson County,2016,3,41009,20691,20318
6996,50,1,73,Alabama,Jefferson County,2016,4,41541,20805,20736
6997,50,1,73,Alabama,Jefferson County,2016,5,43069,21228,21841
6998,50,1,73,Alabama,Jefferson County,2016,6,49200,23662,25538
6999,50,1,73,Alabama,Jefferson County,2016,7,45906,21850,24056
7000,50,1,73,Alabama,Jefferson County,2016,8,43524,20607,22917
7001,50,1,73,Alabama,Jefferson County,2016,9,39579,18943,20636
7002,50,1,73,Alabama,Jefferson County,2016,10,40606,19307,21299
7003,50,1,73,Alabama,Jefferson County,2016,11,43036,20403,22633
7004,50,1,73,Alabama,Jefferson County,2016,12,45852,21228,24624
7005,50,1,73,Alabama,Jefferson County,2016,13,42069,19321,22748
7006,50,1,73,Alabama,Jefferson County,2016,14,34802,15744,19058
7007,50,1,73,Alabama,Jefferson County,2016,15,22481,9855,12626
7008,50,1,73,Alabama,Jefferson County,2016,16,16207,6620,9587
7009,50,1,73,Alabama,Jefferson County,2016,17,11751,4354,7397
7010,50,1,73,Alabama,Jefferson County,2016,18,13580,4154,9426
7182,50,1,75,Alabama,Lamar County,2016,0,13949,6818,7131
7183,50,1,75,Alabama,Lamar County,2016,1,738,384,354
7184,50,1,75,Alabama,Lamar County,2016,2,820,421,399
7185,50,1,75,Alabama,Lamar County,2016,3,885,448,437
7186,50,1,75,Alabama,Lamar County,2016,4,869,446,423
7187,50,1,75,Alabama,Lamar County,2016,5,666,325,341
7188,50,1,75,Alabama,Lamar County,2016,6,775,387,388
7189,50,1,75,Alabama,Lamar County,2016,7,746,365,381
7190,50,1,75,Alabama,Lamar County,2016,8,735,351,384
7191,50,1,75,Alabama,Lamar County,2016,9,889,440,449
7192,50,1,75,Alabama,Lamar County,2016,10,887,444,443
7193,50,1,75,Alabama,Lamar County,2016,11,966,494,472
7194,50,1,75,Alabama,Lamar County,2016,12,1023,510,513
7195,50,1,75,Alabama,Lamar County,2016,13,988,493,495
7196,50,1,75,Alabama,Lamar County,2016,14,926,442,484
7197,50,1,75,Alabama,Lamar County,2016,15,723,365,358
7198,50,1,75,Alabama,Lamar County,2016,16,592,246,346
7199,50,1,75,Alabama,Lamar County,2016,17,399,161,238
7200,50,1,75,Alabama,Lamar County,2016,18,322,96,226
7372,50,1,77,Alabama,Lauderdale County,2016,0,92319,44147,48172
7373,50,1,77,Alabama,Lauderdale County,2016,1,4710,2428,2282
7374,50,1,77,Alabama,Lauderdale County,2016,2,5000,2509,2491
7375,50,1,77,Alabama,Lauderdale County,2016,3,5357,2703,2654
7376,50,1,77,Alabama,Lauderdale County,2016,4,6235,3041,3194
7377,50,1,77,Alabama,Lauderdale County,2016,5,7871,3816,4055
7378,50,1,77,Alabama,Lauderdale County,2016,6,5658,2856,2802
7379,50,1,77,Alabama,Lauderdale County,2016,7,5136,2582,2554
7380,50,1,77,Alabama,Lauderdale County,2016,8,4908,2378,2530
7381,50,1,77,Alabama,Lauderdale County,2016,9,5116,2456,2660
7382,50,1,77,Alabama,Lauderdale County,2016,10,5744,2806,2938
7383,50,1,77,Alabama,Lauderdale County,2016,11,6174,2982,3192
7384,50,1,77,Alabama,Lauderdale County,2016,12,6429,3002,3427
7385,50,1,77,Alabama,Lauderdale County,2016,13,6282,2945,3337
7386,50,1,77,Alabama,Lauderdale County,2016,14,5883,2757,3126
7387,50,1,77,Alabama,Lauderdale County,2016,15,4251,1913,2338
7388,50,1,77,Alabama,Lauderdale County,2016,16,3250,1417,1833
7389,50,1,77,Alabama,Lauderdale County,2016,17,2298,902,1396
7390,50,1,77,Alabama,Lauderdale County,2016,18,2017,654,1363
7562,50,1,79,Alabama,Lawrence County,2016,0,33232,16217,17015
7563,50,1,79,Alabama,Lawrence County,2016,1,1878,970,908
7564,50,1,79,Alabama,Lawrence County,2016,2,2027,1024,1003
7565,50,1,79,Alabama,Lawrence County,2016,3,2034,1032,1002
7566,50,1,79,Alabama,Lawrence County,2016,4,1957,1015,942
7567,50,1,79,Alabama,Lawrence County,2016,5,1969,1002,967
7568,50,1,79,Alabama,Lawrence County,2016,6,2135,1050,1085
7569,50,1,79,Alabama,Lawrence County,2016,7,1841,895,946
7570,50,1,79,Alabama,Lawrence County,2016,8,1835,927,908
7571,50,1,79,Alabama,Lawrence County,2016,9,1970,964,1006
7572,50,1,79,Alabama,Lawrence County,2016,10,2387,1163,1224
7573,50,1,79,Alabama,Lawrence County,2016,11,2586,1270,1316
7574,50,1,79,Alabama,Lawrence County,2016,12,2520,1199,1321
7575,50,1,79,Alabama,Lawrence County,2016,13,2174,1056,1118
7576,50,1,79,Alabama,Lawrence County,2016,14,2052,974,1078
7577,50,1,79,Alabama,Lawrence County,2016,15,1593,724,869
7578,50,1,79,Alabama,Lawrence County,2016,16,1086,504,582
7579,50,1,79,Alabama,Lawrence County,2016,17,636,256,380
7580,50,1,79,Alabama,Lawrence County,2016,18,552,192,360
7752,50,1,81,Alabama,Lee County,2016,0,158983,78366,80617
7753,50,1,81,Alabama,Lee County,2016,1,9326,4699,4627
7754,50,1,81,Alabama,Lee County,2016,2,9437,4878,4559
7755,50,1,81,Alabama,Lee County,2016,3,9493,4954,4539
7756,50,1,81,Alabama,Lee County,2016,4,13436,6643,6793
7757,50,1,81,Alabama,Lee County,2016,5,22434,11764,10670
7758,50,1,81,Alabama,Lee County,2016,6,12534,6358,6176
7759,50,1,81,Alabama,Lee County,2016,7,10474,5085,5389
7760,50,1,81,Alabama,Lee County,2016,8,9804,4710,5094
7761,50,1,81,Alabama,Lee County,2016,9,9158,4324,4834
7762,50,1,81,Alabama,Lee County,2016,10,9560,4670,4890
7763,50,1,81,Alabama,Lee County,2016,11,9229,4511,4718
7764,50,1,81,Alabama,Lee County,2016,12,8866,4277,4589
7765,50,1,81,Alabama,Lee County,2016,13,7637,3599,4038
7766,50,1,81,Alabama,Lee County,2016,14,6611,3118,3493
7767,50,1,81,Alabama,Lee County,2016,15,4432,2098,2334
7768,50,1,81,Alabama,Lee County,2016,16,2995,1312,1683
7769,50,1,81,Alabama,Lee County,2016,17,1839,789,1050
7770,50,1,81,Alabama,Lee County,2016,18,1718,577,1141
7942,50,1,83,Alabama,Limestone County,2016,0,92920,46595,46325
7943,50,1,83,Alabama,Limestone County,2016,1,5235,2626,2609
7944,50,1,83,Alabama,Limestone County,2016,2,6024,2992,3032
7945,50,1,83,Alabama,Limestone County,2016,3,6132,3133,2999
7946,50,1,83,Alabama,Limestone County,2016,4,6035,3129,2906
7947,50,1,83,Alabama,Limestone County,2016,5,5118,2649,2469
7948,50,1,83,Alabama,Limestone County,2016,6,5826,3037,2789
7949,50,1,83,Alabama,Limestone County,2016,7,6319,3231,3088
7950,50,1,83,Alabama,Limestone County,2016,8,6278,3279,2999
7951,50,1,83,Alabama,Limestone County,2016,9,6308,3249,3059
7952,50,1,83,Alabama,Limestone County,2016,10,6839,3548,3291
7953,50,1,83,Alabama,Limestone County,2016,11,7189,3687,3502
7954,50,1,83,Alabama,Limestone County,2016,12,6703,3383,3320
